player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,full_name,tour,player_key
211095,Bernarda,Pera,L,19941203.0,USA,175.0,Q13850958,Bernarda Pera,WTA,WTA_211095
201590,Alison,Riske Amritraj,R,19900703.0,USA,173.0,Q54572,Alison Riske Amritraj,WTA,WTA_201590
211796,Francoise,Abanda,R,19970205.0,CAN,178.0,Q14863648,Francoise Abanda,WTA,WTA_211796
200033,Serena,Williams,R,19810926.0,USA,175.0,Q11459,Serena Williams,WTA,WTA_200033
203288,Jia Jing,Lu,R,19891118.0,CHN,173.0,Q17281094,Jia Jing Lu,WTA,WTA_203288
200079,Kim,Clijsters,R,19830608.0,BEL,175.0,Q11685,Kim Clijsters,WTA,WTA_200079
211814,Julia,Grabher,R,19960702.0,AUT,170.0,Q18972370,Julia Grabher,WTA,WTA_211814
201565,Katarzyna,Piter,R,19910216.0,POL,173.0,Q83562,Katarzyna Piter,WTA,WTA_201565
201567,Alexandra,Dulgheru,R,19890530.0,ROU,172.0,Q231028,Alexandra Dulgheru,WTA,WTA_201567
203398,Danielle,Lao,R,19910528.0,USA,160.0,Q18044538,Danielle Lao,WTA,WTA_203398
206408,Nadia,Podoroska,R,19970210.0,ARG,170.0,Q16496064,Nadia Podoroska,WTA,WTA_206408
201603,Shelby,Rogers,R,19921013.0,USA,175.0,Q377658,Shelby Rogers,WTA,WTA_201603
201605,Mandy,Minella,R,19851122.0,LUX,180.0,Q239841,Mandy Minella,WTA,WTA_201605
201606,Rebecca,Marino,R,19901216.0,CAN,183.0,Q241946,Rebecca Marino,WTA,WTA_201606
211881,Olivia,Tjandramulia,R,19970511.0,AUS,167.0,Q15628805,Olivia Tjandramulia,WTA,WTA_211881
211736,Ivana,Jorovic,R,19970503.0,SRB,174.0,Q15636316,Ivana Jorovic,WTA,WTA_211736
205892,Giuliana,Olmos,R,19930304.0,MEX,170.0,Q22351214,Giuliana Olmos,WTA,WTA_205892
201580,Xinyun,Han,L,19900530.0,CHN,172.0,Q713509,Xinyun Han,WTA,WTA_201580
201616,Lauren,Davis,R,19931009.0,USA,157.0,Q53405,Lauren Davis,WTA,WTA_201616
201619,Madison,Keys,R,19950217.0,USA,178.0,Q34403,Madison Keys,WTA,WTA_201619
201620,Monica,Puig,R,19930927.0,PUR,170.0,Q1616699,Monica Puig,WTA,WTA_201620
206420,Ekaterina,Alexandrova,R,19941115.0,RUS,175.0,Q23719121,Ekaterina Alexandrova,WTA,WTA_206420
201621,Mona,Barthel,R,19900711.0,GER,185.0,Q77153,Mona Barthel,WTA,WTA_201621
204223,Peangtarn,Plipuech,R,19921115.0,THA,169.0,Q7157914,Peangtarn Plipuech,WTA,WTA_204223
201593,Irina Camelia,Begu,R,19900826.0,ROU,181.0,Q239751,Irina Camelia Begu,WTA,WTA_201593
211529,Sandra,Samir,R,19971104.0,EGY,170.0,Q13411134,Sandra Samir,WTA,WTA_211529
201594,Simona,Halep,R,19910927.0,ROU,168.0,Q230156,Simona Halep,WTA,WTA_201594
201595,Misaki,Doi,L,19910429.0,JPN,159.0,Q34256,Misaki Doi,WTA,WTA_201595
203281,Amandine,Hesse,R,19930116.0,FRA,164.0,Q1394777,Amandine Hesse,WTA,WTA_203281
201596,Johanna,Larsson,R,19880817.0,SWE,174.0,Q233328,Johanna Larsson,WTA,WTA_201596
